ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
cigarette smoke extract (CSE)	cigarette smoke extract (CSE)	13/196	41/1764	0.000277892	0.000938259	0.000336553	hsa-let-7f-1/hsa-let-7f-2/hsa-mir-210/hsa-mir-29b-2/hsa-mir-132/hsa-mir-29b-1/hsa-mir-149/hsa-mir-582/hsa-mir-212/hsa-mir-217/hsa-mir-380/hsa-mir-486-1/hsa-mir-133a-2	13
Brain Development	Brain Development	12/196	36/1764	0.000283995	0.000948663	0.000340285	hsa-mir-106a/hsa-mir-323b/hsa-mir-103a-2/hsa-mir-103a-1/hsa-mir-192/hsa-mir-135b/hsa-mir-128-2/hsa-mir-323a/hsa-mir-134/hsa-mir-222/hsa-mir-155/hsa-mir-29c	12
Toxicity	Toxicity	12/196	36/1764	0.000283995	0.000948663	0.000340285	hsa-mir-16-2/hsa-mir-16-1/hsa-mir-103a-2/hsa-mir-103a-1/hsa-mir-331/hsa-mir-126/hsa-mir-192/hsa-mir-107/hsa-mir-29b-2/hsa-mir-29b-1/hsa-mir-1-2/hsa-mir-1-1	12
Chronic Inflammation	Chronic Inflammation	7/196	14/1764	0.000327038	0.001074158	0.0003853	hsa-mir-33a/hsa-mir-142/hsa-mir-148a/hsa-let-7e/hsa-mir-143/hsa-mir-130a/hsa-mir-99b	7
"Leukemia, B-Cell"	"Leukemia, B-Cell"	7/196	14/1764	0.000327038	0.001074158	0.0003853	hsa-mir-16-1/hsa-mir-142/hsa-mir-19a/hsa-mir-19b-1/hsa-mir-18a/hsa-mir-19b-2/hsa-mir-155	7
Macular Degeneration	Macular Degeneration	7/196	14/1764	0.000327038	0.001074158	0.0003853	hsa-mir-126/hsa-mir-23a/hsa-let-7a-1/hsa-let-7a-2/hsa-let-7a-3/hsa-mir-93/hsa-mir-155	7
Arteriosclerosis Obliterans	Arteriosclerosis Obliterans	8/196	18/1764	0.000330115	0.001074158	0.0003853	hsa-mir-126/hsa-mir-142/hsa-mir-134/hsa-mir-222/hsa-mir-130a/hsa-mir-1-2/hsa-mir-1-1/hsa-mir-133a-2	8
"Muscular Dystrophy, Facioscapulohumeral"	"Muscular Dystrophy, Facioscapulohumeral"	8/196	18/1764	0.000330115	0.001074158	0.0003853	hsa-mir-331/hsa-mir-32/hsa-mir-330/hsa-mir-582/hsa-mir-1-2/hsa-mir-1-1/hsa-mir-380/hsa-mir-133a-2	8
"Carcinoma, Renal Cell, Clear-Cell"	"Carcinoma, Renal Cell, Clear-Cell"	16/196	58/1764	0.000337535	0.001092639	0.000391929	hsa-mir-126/hsa-mir-136/hsa-mir-199a-2/hsa-mir-142/hsa-mir-19a/hsa-mir-199a-1/hsa-mir-23b/hsa-mir-107/hsa-mir-210/hsa-mir-30c-2/hsa-mir-340/hsa-mir-452/hsa-mir-1-1/hsa-mir-217/hsa-mir-187/hsa-mir-320d-1	16
Stroke	Stroke	12/196	37/1764	0.000379803	0.001223161	0.000438747	hsa-mir-16-2/hsa-mir-16-1/hsa-mir-103a-2/hsa-mir-103a-1/hsa-mir-19a/hsa-mir-107/hsa-mir-30e/hsa-mir-410/hsa-mir-29b-2/hsa-mir-29b-1/hsa-mir-155/hsa-mir-133a-2	12
ACTH-Secreting Pituitary Adenoma	ACTH-Secreting Pituitary Adenoma	6/196	11/1764	0.000500013	0.001546838	0.00055485	hsa-mir-16-2/hsa-mir-16-1/hsa-let-7a-1/hsa-let-7a-2/hsa-let-7a-3/hsa-mir-143	6
clozapine (CLZ)	clozapine (CLZ)	6/196	11/1764	0.000500013	0.001546838	0.00055485	hsa-mir-16-2/hsa-mir-16-1/hsa-mir-126/hsa-mir-142/hsa-mir-320a/hsa-mir-486-1	6
EIF2C2	EIF2C2	6/196	11/1764	0.000500013	0.001546838	0.00055485	hsa-let-7f-1/hsa-let-7f-2/hsa-let-7a-1/hsa-let-7a-2/hsa-let-7a-3/hsa-let-7e	6
head-down tilt (HDT) bed rest	head-down tilt (HDT) bed rest	6/196	11/1764	0.000500013	0.001546838	0.00055485	hsa-mir-103a-2/hsa-mir-103a-1/hsa-mir-199a-2/hsa-mir-199a-1/hsa-mir-151a/hsa-mir-130a	6
LIN28	LIN28	6/196	11/1764	0.000500013	0.001546838	0.00055485	hsa-let-7f-1/hsa-let-7f-2/hsa-let-7a-1/hsa-let-7a-2/hsa-let-7a-3/hsa-let-7e	6
LIN28B	LIN28B	6/196	11/1764	0.000500013	0.001546838	0.00055485	hsa-let-7f-1/hsa-let-7f-2/hsa-let-7a-1/hsa-let-7a-2/hsa-let-7a-3/hsa-let-7e	6
Pulmonary Sarcoidosis	Pulmonary Sarcoidosis	6/196	11/1764	0.000500013	0.001546838	0.00055485	hsa-mir-16-2/hsa-mir-16-1/hsa-mir-192/hsa-mir-128-2/hsa-mir-222/hsa-mir-130a	6
TRIM32	TRIM32	6/196	11/1764	0.000500013	0.001546838	0.00055485	hsa-let-7f-1/hsa-let-7f-2/hsa-let-7a-1/hsa-let-7a-2/hsa-let-7a-3/hsa-let-7e	6
Essential Hypertension	Essential Hypertension	8/196	19/1764	0.000516439	0.001582067	0.000567486	hsa-mir-590/hsa-mir-126/hsa-mir-361/hsa-mir-1-2/hsa-mir-1-1/hsa-mir-499a/hsa-mir-483/hsa-mir-133a-2	8
valproic acid (VPA)	valproic acid (VPA)	8/196	19/1764	0.000516439	0.001582067	0.000567486	hsa-mir-16-2/hsa-mir-16-1/hsa-mir-192/hsa-mir-148a/hsa-mir-23b/hsa-mir-134/hsa-mir-222/hsa-mir-155	8
ERS1	ERS1	7/196	15/1764	0.000555986	0.00168676	0.000605039	hsa-mir-106a/hsa-mir-19a/hsa-mir-222/hsa-mir-19b-1/hsa-mir-18a/hsa-mir-19b-2/hsa-mir-20b	7
N-succinimidyl N-methylcarbamate	N-succinimidyl N-methylcarbamate	7/196	15/1764	0.000555986	0.00168676	0.000605039	hsa-mir-301a/hsa-mir-222/hsa-mir-376a-1/hsa-mir-196b/hsa-mir-155/hsa-mir-217/hsa-mir-133a-2	7
amniotic_membrane_cells	amniotic_membrane_cells	13/196	44/1764	0.000603661	0.001822591	0.000653762	hsa-let-7f-2/hsa-mir-136/hsa-mir-135b/hsa-mir-23a/hsa-mir-210/hsa-mir-675/hsa-mir-545/hsa-mir-376a-1/hsa-mir-1277/hsa-mir-149/hsa-mir-203a/hsa-mir-1247/hsa-mir-320d-1	13
"Leukemia, Myeloid, Chronic"	"Leukemia, Myeloid, Chronic"	17/196	67/1764	0.000647984	0.001947052	0.000698406	hsa-mir-148b/hsa-mir-16-2/hsa-mir-16-1/hsa-mir-199b/hsa-mir-126/hsa-mir-142/hsa-mir-23a/hsa-let-7a-1/hsa-let-7a-2/hsa-mir-140/hsa-let-7e/hsa-mir-320a/hsa-mir-196b/hsa-mir-130a/hsa-mir-328/hsa-mir-155/hsa-mir-483	17
Liver Diseases [unspecific]	Liver Diseases [unspecific]	10/196	29/1764	0.000685799	0.002050867	0.000735645	hsa-mir-103a-2/hsa-mir-103a-1/hsa-let-7a-1/hsa-let-7a-2/hsa-let-7a-3/hsa-let-7e/hsa-mir-340/hsa-mir-200c/hsa-mir-19b-1/hsa-mir-19b-2	10
IFN-γ	IFN-γ	13/196	45/1764	0.000766941	0.002282649	0.000818785	hsa-mir-455/hsa-mir-199a-2/hsa-mir-142/hsa-mir-199a-1/hsa-mir-410/hsa-mir-29b-2/hsa-mir-29b-1/hsa-mir-196b/hsa-mir-3131/hsa-mir-155/hsa-mir-29c/hsa-mir-31/hsa-mir-187	13
TGF-β2	TGF-β2	8/196	20/1764	0.000779668	0.002309584	0.000828446	hsa-mir-33a/hsa-let-7a-1/hsa-let-7a-2/hsa-let-7a-3/hsa-mir-29b-2/hsa-mir-29b-1/hsa-mir-29c/hsa-mir-486-1	8
1-methyl-4-phenylpyridinium (MPP+)	1-methyl-4-phenylpyridinium (MPP+)	12/196	40/1764	0.000845374	0.002492464	0.000894045	hsa-mir-590/hsa-mir-199a-2/hsa-mir-135b/hsa-mir-199a-1/hsa-mir-134/hsa-mir-153-2/hsa-mir-1277/hsa-mir-7-1/hsa-mir-100/hsa-mir-212/hsa-mir-29c/hsa-mir-217	12
Aortic Stenosis	Aortic Stenosis	9/196	25/1764	0.00089767	0.002557583	0.000917403	hsa-mir-106a/hsa-mir-148a/hsa-mir-30c-1/hsa-mir-210/hsa-mir-30c-2/hsa-mir-1-2/hsa-mir-1-1/hsa-mir-31/hsa-mir-133a-2	9
Osteoblast Differentiation	Osteoblast Differentiation	9/196	25/1764	0.00089767	0.002557583	0.000917403	hsa-mir-628/hsa-mir-590/hsa-mir-199b/hsa-mir-188/hsa-mir-30c-2/hsa-mir-29b-2/hsa-mir-29b-1/hsa-mir-100/hsa-mir-34b	9
oxygen glucose deprivation (OGD)	oxygen glucose deprivation (OGD)	9/196	25/1764	0.00089767	0.002557583	0.000917403	hsa-mir-455/hsa-mir-103a-2/hsa-mir-103a-1/hsa-mir-539/hsa-mir-126/hsa-mir-140/hsa-mir-188/hsa-mir-376a-1/hsa-mir-132	9
statins	statins	9/196	25/1764	0.00089767	0.002557583	0.000917403	hsa-mir-148b/hsa-mir-192/hsa-mir-148a/hsa-mir-3609/hsa-mir-1-2/hsa-mir-1-1/hsa-mir-499a/hsa-mir-483/hsa-mir-133a-2	9
IFN-α	IFN-α	6/196	12/1764	0.000908186	0.002557583	0.000917403	hsa-mir-128-2/hsa-mir-30e/hsa-mir-296/hsa-mir-1-2/hsa-mir-155/hsa-mir-1-1	6
let-7 family	let-7 family	6/196	12/1764	0.000908186	0.002557583	0.000917403	hsa-let-7f-1/hsa-let-7f-2/hsa-let-7a-1/hsa-let-7a-2/hsa-let-7a-3/hsa-let-7e	6
prednisolone	prednisolone	6/196	12/1764	0.000908186	0.002557583	0.000917403	hsa-mir-361/hsa-mir-1-2/hsa-mir-155/hsa-mir-203a/hsa-mir-1-1/hsa-mir-4442	6
tanshinone IIA (Tan IIA)	tanshinone IIA (Tan IIA)	6/196	12/1764	0.000908186	0.002557583	0.000917403	hsa-mir-16-2/hsa-mir-16-1/hsa-mir-33a/hsa-mir-130b/hsa-mir-155/hsa-mir-203a	6
titanium and Anatase coating(AC)	titanium and Anatase coating(AC)	6/196	12/1764	0.000908186	0.002557583	0.000917403	hsa-mir-130b/hsa-mir-23b/hsa-mir-210/hsa-mir-93/hsa-mir-1-2/hsa-mir-1-1	6
Traumatic Brain Injury	Traumatic Brain Injury	6/196	12/1764	0.000908186	0.002557583	0.000917403	hsa-mir-142/hsa-mir-23a/hsa-mir-30e/hsa-mir-93/hsa-mir-155/hsa-mir-499a	6
"Carcinoma, Laryngeal"	"Carcinoma, Laryngeal"	16/196	63/1764	0.000928241	0.002602389	0.000933475	hsa-let-7a-1/hsa-let-7a-2/hsa-mir-210/hsa-mir-29b-2/hsa-mir-1277/hsa-mir-296/hsa-mir-29b-1/hsa-mir-1291/hsa-mir-130a/hsa-mir-1-2/hsa-mir-29c/hsa-mir-1-1/hsa-mir-31/hsa-mir-20b/hsa-mir-486-1/hsa-mir-133a-2	16
Allergy	Allergy	8/196	21/1764	0.001140981	0.003142703	0.001127285	hsa-mir-106a/hsa-mir-301a/hsa-mir-126/hsa-mir-142/hsa-mir-210/hsa-mir-452/hsa-mir-155/hsa-mir-31	8
Cell Motility	Cell Motility	8/196	21/1764	0.001140981	0.003142703	0.001127285	hsa-mir-130b/hsa-mir-128-2/hsa-mir-143/hsa-mir-222/hsa-mir-151a/hsa-mir-100/hsa-mir-31/hsa-mir-151b	8
Muscle Development	Muscle Development	8/196	21/1764	0.001140981	0.003142703	0.001127285	hsa-mir-126/hsa-mir-23a/hsa-mir-30e/hsa-mir-222/hsa-mir-1-2/hsa-mir-1-1/hsa-mir-499a/hsa-mir-133a-2	8
Vascular Hypertrophy	Vascular Hypertrophy	8/196	21/1764	0.001140981	0.003142703	0.001127285	hsa-let-7f-1/hsa-let-7f-2/hsa-let-7a-1/hsa-let-7a-2/hsa-let-7a-3/hsa-mir-1-2/hsa-mir-1-1/hsa-mir-133a-2	8
Human Immunodeficiency Virus Infection	Human Immunodeficiency Virus Infection	13/196	47/1764	0.001206392	0.003293974	0.001181546	hsa-mir-331/hsa-mir-126/hsa-let-7a-1/hsa-let-7a-2/hsa-mir-210/hsa-let-7e/hsa-mir-222/hsa-mir-29b-2/hsa-mir-7-1/hsa-mir-29b-1/hsa-mir-196b/hsa-mir-155/hsa-mir-29c	13
oxygen-glucose deprivation and reoxygenation (OGD/R)	oxygen-glucose deprivation and reoxygenation (OGD/R)	13/196	47/1764	0.001206392	0.003293974	0.001181546	hsa-mir-103a-2/hsa-mir-103a-1/hsa-mir-126/hsa-mir-142/hsa-mir-19a/hsa-mir-107/hsa-mir-210/hsa-mir-7-1/hsa-mir-155/hsa-mir-203a/hsa-mir-99b/hsa-mir-217/hsa-mir-486-1	13
NFKB1	NFKB1	9/196	26/1764	0.001242763	0.003349592	0.001201496	hsa-mir-16-2/hsa-mir-16-1/hsa-mir-199a-2/hsa-let-7a-3/hsa-mir-199a-1/hsa-mir-29b-2/hsa-mir-29b-1/hsa-mir-155/hsa-mir-29c	9
Regulation of Akt Pathway	Regulation of Akt Pathway	9/196	26/1764	0.001242763	0.003349592	0.001201496	hsa-mir-331/hsa-mir-19a/hsa-mir-143/hsa-mir-222/hsa-mir-7-1/hsa-mir-19b-1/hsa-mir-18a/hsa-mir-19b-2/hsa-mir-155	9
"Tuberculosis, Pulmonary"	"Tuberculosis, Pulmonary"	9/196	26/1764	0.001242763	0.003349592	0.001201496	hsa-mir-16-2/hsa-mir-16-1/hsa-mir-192/hsa-mir-200c/hsa-mir-149/hsa-mir-196b/hsa-mir-155/hsa-mir-499a/hsa-mir-31	9
Schizophrenia	Schizophrenia	14/196	53/1764	0.001287288	0.003454773	0.001239225	hsa-mir-130b/hsa-mir-19a/hsa-mir-23a/hsa-mir-30e/hsa-mir-29b-2/hsa-mir-7-1/hsa-mir-132/hsa-mir-29b-1/hsa-mir-19b-1/hsa-mir-328/hsa-mir-212/hsa-mir-19b-2/hsa-mir-29c/hsa-mir-34b	14
Tumor Suppressor MiRNAs	Tumor Suppressor MiRNAs	16/196	65/1764	0.001338662	0.00357736	0.001283196	hsa-mir-16-2/hsa-mir-16-1/hsa-let-7f-1/hsa-let-7f-2/hsa-mir-126/hsa-let-7a-1/hsa-let-7a-2/hsa-let-7a-3/hsa-let-7e/hsa-mir-143/hsa-mir-7-1/hsa-mir-200c/hsa-mir-1-2/hsa-mir-29c/hsa-mir-1-1/hsa-mir-34b	16
Cardiotoxicity	Cardiotoxicity	7/196	17/1764	0.001382007	0.003662027	0.001313566	hsa-mir-199b/hsa-mir-199a-2/hsa-mir-199a-1/hsa-mir-130a/hsa-mir-187/hsa-mir-486-1/hsa-mir-34b	7
Insulin	Insulin	7/196	17/1764	0.001382007	0.003662027	0.001313566	hsa-mir-128-2/hsa-mir-140/hsa-mir-143/hsa-mir-1-2/hsa-mir-1-1/hsa-mir-760/hsa-mir-133a-2	7
Oxaliplatin	Oxaliplatin	11/196	37/1764	0.001516977	0.003959317	0.001420204	hsa-mir-106a/hsa-mir-16-2/hsa-mir-16-1/hsa-mir-126/hsa-mir-19a/hsa-mir-23b/hsa-mir-128-2/hsa-mir-744/hsa-mir-30e/hsa-mir-149/hsa-mir-100	11
X rays	X rays	11/196	37/1764	0.001516977	0.003959317	0.001420204	hsa-mir-148b/hsa-mir-16-2/hsa-mir-16-1/hsa-mir-135b/hsa-mir-23a/hsa-mir-128-2/hsa-mir-642a/hsa-mir-579/hsa-mir-155/hsa-mir-203a/hsa-mir-760	11
DDT	DDT	6/196	13/1764	0.001532029	0.003959317	0.001420204	hsa-let-7f-1/hsa-let-7f-2/hsa-let-7a-1/hsa-let-7a-2/hsa-let-7a-3/hsa-let-7e	6
E2	E2	6/196	13/1764	0.001532029	0.003959317	0.001420204	hsa-let-7f-1/hsa-let-7f-2/hsa-let-7a-1/hsa-let-7a-2/hsa-let-7a-3/hsa-let-7e	6
matrine	matrine	6/196	13/1764	0.001532029	0.003959317	0.001420204	hsa-mir-126/hsa-mir-29b-2/hsa-mir-29b-1/hsa-mir-19b-1/hsa-mir-19b-2/hsa-mir-133a-2	6
Tuberculosis	Tuberculosis	6/196	13/1764	0.001532029	0.003959317	0.001420204	hsa-mir-29b-2/hsa-mir-29b-1/hsa-mir-93/hsa-mir-582/hsa-mir-155/hsa-mir-29c	6
Acute Coronary Syndrome	Acute Coronary Syndrome	8/196	22/1764	0.001624494	0.004147083	0.001487556	hsa-mir-323b/hsa-mir-107/hsa-mir-323a/hsa-let-7e/hsa-mir-100/hsa-mir-155/hsa-mir-499a/hsa-mir-486-1	8
IL-6	IL-6	8/196	22/1764	0.001624494	0.004147083	0.001487556	hsa-mir-106a/hsa-mir-16-2/hsa-mir-16-1/hsa-mir-19a/hsa-mir-149/hsa-mir-212/hsa-mir-31/hsa-mir-187	8
influenza A virus (IAV)	influenza A virus (IAV)	8/196	22/1764	0.001624494	0.004147083	0.001487556	hsa-mir-590/hsa-mir-340/hsa-mir-132/hsa-mir-200c/hsa-mir-93/hsa-mir-155/hsa-mir-203a/hsa-mir-29c	8
CD14+_Monocytes	CD14+_Monocytes	13/196	49/1764	0.001838611	0.004674687	0.001676807	hsa-mir-103a-2/hsa-mir-590/hsa-mir-33a/hsa-mir-142/hsa-mir-19a/hsa-mir-548au/hsa-mir-3613/hsa-mir-30e/hsa-mir-340/hsa-mir-627/hsa-mir-19b-1/hsa-mir-6503/hsa-mir-19b-2	13
cisplatin/fluorouracil (CF) 	cisplatin/fluorouracil (CF) 	16/196	67/1764	0.00189294	0.004774162	0.001712488	hsa-mir-16-2/hsa-mir-16-1/hsa-mir-199b/hsa-mir-148a/hsa-mir-577/hsa-mir-140/hsa-mir-320a/hsa-mir-340/hsa-mir-132/hsa-mir-374a/hsa-mir-95/hsa-mir-130a/hsa-mir-328/hsa-mir-1-2/hsa-mir-155/hsa-mir-1-1	16
Leukemia	Leukemia	16/196	67/1764	0.00189294	0.004774162	0.001712488	hsa-mir-16-2/hsa-mir-16-1/hsa-mir-199b/hsa-mir-126/hsa-mir-19a/hsa-mir-23a/hsa-mir-143/hsa-mir-196b/hsa-mir-19b-1/hsa-mir-18a/hsa-mir-19b-2/hsa-mir-155/hsa-mir-511/hsa-mir-217/hsa-mir-486-1/hsa-mir-34b	16
hypoxia/reoxygenation (H/R)	hypoxia/reoxygenation (H/R)	11/196	38/1764	0.001930642	0.004849772	0.00173961	hsa-mir-16-2/hsa-mir-16-1/hsa-mir-199a-2/hsa-mir-199a-1/hsa-mir-140/hsa-mir-134/hsa-mir-320a/hsa-mir-181d/hsa-mir-130a/hsa-mir-155/hsa-mir-133a-2	11
hepatitis B virus X protein (HBx)	hepatitis B virus X protein (HBx)	7/196	18/1764	0.002051393	0.005052057	0.001812169	hsa-mir-16-2/hsa-mir-16-1/hsa-mir-199a-2/hsa-mir-148a/hsa-mir-199a-1/hsa-mir-675/hsa-mir-222	7
IL-13	IL-13	7/196	18/1764	0.002051393	0.005052057	0.001812169	hsa-mir-16-2/hsa-mir-16-1/hsa-mir-210/hsa-mir-143/hsa-mir-1-2/hsa-mir-1-1/hsa-mir-133a-2	7
rapamycin	rapamycin	7/196	18/1764	0.002051393	0.005052057	0.001812169	hsa-mir-107/hsa-mir-7-1/hsa-mir-100/hsa-mir-19b-1/hsa-mir-19b-2/hsa-mir-217/hsa-mir-20b	7
Respiratory Syncytial Virus Pneumonia	Respiratory Syncytial Virus Pneumonia	7/196	18/1764	0.002051393	0.005052057	0.001812169	hsa-mir-16-2/hsa-mir-16-1/hsa-mir-155/hsa-mir-203a/hsa-mir-29c/hsa-mir-31/hsa-mir-34b	7
Rhabdomyosarcoma	Rhabdomyosarcoma	7/196	18/1764	0.002051393	0.005052057	0.001812169	hsa-let-7a-3/hsa-mir-1-2/hsa-mir-411/hsa-mir-203a/hsa-mir-1-1/hsa-mir-203b/hsa-mir-133a-2	7
HIV-Associated Lipodystrophy	HIV-Associated Lipodystrophy	9/196	28/1764	0.002251678	0.005451796	0.001955555	hsa-mir-628/hsa-mir-199a-2/hsa-mir-199a-1/hsa-mir-30c-1/hsa-mir-30c-2/hsa-mir-374a/hsa-mir-149/hsa-mir-196b/hsa-mir-452	9
Kidney Injury	Kidney Injury	9/196	28/1764	0.002251678	0.005451796	0.001955555	hsa-mir-126/hsa-mir-192/hsa-mir-30c-1/hsa-mir-30e/hsa-mir-210/hsa-mir-30c-2/hsa-mir-151a/hsa-mir-200c/hsa-mir-155	9
Peritoneal Cavity Homeostasis(26495316)	Peritoneal Cavity Homeostasis(26495316)	8/196	23/1764	0.002257113	0.005451796	0.001955555	hsa-mir-192/hsa-mir-136/hsa-mir-148a/hsa-mir-107/hsa-mir-132/hsa-mir-93/hsa-mir-100/hsa-mir-31	8
Polyunsaturated fatty acids (PUFAs)	Polyunsaturated fatty acids (PUFAs)	8/196	23/1764	0.002257113	0.005451796	0.001955555	hsa-mir-16-2/hsa-mir-16-1/hsa-mir-30c-1/hsa-mir-30c-2/hsa-mir-143/hsa-mir-149/hsa-mir-29c/hsa-mir-20b	8
"Squamous Cell Carcinoma, Lung"	"Squamous Cell Carcinoma, Lung"	8/196	23/1764	0.002257113	0.005451796	0.001955555	hsa-mir-126/hsa-mir-19a/hsa-mir-29b-2/hsa-mir-29b-1/hsa-mir-19b-1/hsa-mir-19b-2/hsa-mir-29c/hsa-mir-133a-2	8
hemin	hemin	6/196	14/1764	0.002435772	0.005860784	0.002102259	hsa-mir-103a-2/hsa-mir-103a-1/hsa-mir-126/hsa-mir-210/hsa-mir-130a/hsa-mir-217	6
Aplastic Anemia	Aplastic Anemia	5/196	10/1764	0.002543406	0.006050222	0.00217021	hsa-mir-126/hsa-mir-199a-2/hsa-mir-199a-1/hsa-mir-1-2/hsa-mir-1-1	5
infliximab	infliximab	5/196	10/1764	0.002543406	0.006050222	0.00217021	hsa-mir-16-2/hsa-mir-16-1/hsa-mir-126/hsa-mir-29b-2/hsa-mir-29b-1	5
morin	morin	5/196	10/1764	0.002543406	0.006050222	0.00217021	hsa-mir-135b/hsa-mir-188/hsa-mir-210/hsa-mir-222/hsa-mir-93	5
small_intestine.duodenum	small_intestine.duodenum	12/196	45/1764	0.002625629	0.006204663	0.002225608	hsa-mir-199b/hsa-mir-1271/hsa-mir-30e/hsa-mir-196b/hsa-mir-95/hsa-mir-4786/hsa-mir-1-1/hsa-mir-1248/hsa-mir-203b/hsa-mir-499a/hsa-mir-486-1/hsa-mir-133a-2	12
temozolomide	temozolomide	16/196	69/1764	0.00262809	0.006204663	0.002225608	hsa-mir-16-2/hsa-mir-16-1/hsa-mir-539/hsa-let-7a-1/hsa-let-7a-2/hsa-let-7a-3/hsa-mir-128-2/hsa-mir-153-2/hsa-mir-222/hsa-mir-132/hsa-mir-151a/hsa-mir-149/hsa-mir-93/hsa-mir-181d/hsa-mir-203a/hsa-mir-20b	16
palmitic acid (PA)	palmitic acid (PA)	10/196	34/1764	0.002721058	0.006400091	0.002295708	hsa-mir-16-2/hsa-mir-16-1/hsa-mir-126/hsa-mir-192/hsa-mir-199a-2/hsa-mir-199a-1/hsa-mir-30c-1/hsa-mir-30c-2/hsa-mir-222/hsa-mir-29c	10
activin A	activin A	7/196	19/1764	0.002946782	0.006825627	0.002448348	hsa-mir-140/hsa-mir-222/hsa-mir-7-1/hsa-mir-93/hsa-mir-196b/hsa-mir-130a/hsa-mir-18a	7
"Cardiomyopathy, Ischemic"	"Cardiomyopathy, Ischemic"	7/196	19/1764	0.002946782	0.006825627	0.002448348	hsa-mir-126/hsa-mir-154/hsa-mir-23a/hsa-mir-23b/hsa-mir-155/hsa-mir-499a/hsa-mir-483	7
methotrexate (MTX)	methotrexate (MTX)	7/196	19/1764	0.002946782	0.006825627	0.002448348	hsa-mir-29b-2/hsa-mir-132/hsa-mir-29b-1/hsa-mir-200c/hsa-mir-155/hsa-mir-29c/hsa-mir-760	7
sulforaphane (SFN)	sulforaphane (SFN)	7/196	19/1764	0.002946782	0.006825627	0.002448348	hsa-mir-616/hsa-mir-142/hsa-mir-135b/hsa-mir-23b/hsa-mir-29b-1/hsa-mir-200c/hsa-mir-155	7
Muscular Dystrophy	Muscular Dystrophy	9/196	29/1764	0.002956323	0.006825627	0.002448348	hsa-let-7e/hsa-mir-222/hsa-mir-320a/hsa-mir-132/hsa-mir-1-2/hsa-mir-155/hsa-mir-29c/hsa-mir-1-1/hsa-mir-133a-2	9
Cardiomyopathy	Cardiomyopathy	8/196	24/1764	0.003068303	0.007032462	0.002522539	hsa-mir-30e/hsa-mir-29b-2/hsa-mir-29b-1/hsa-mir-200c/hsa-mir-639/hsa-mir-155/hsa-mir-29c/hsa-mir-133a-2	8
"Leukemia, Lymphoblastic, Acute"	"Leukemia, Lymphoblastic, Acute"	8/196	24/1764	0.003068303	0.007032462	0.002522539	hsa-mir-16-2/hsa-mir-16-1/hsa-mir-142/hsa-mir-222/hsa-mir-149/hsa-mir-196b/hsa-mir-100/hsa-mir-18a	8
Osteogenesis	Osteogenesis	14/196	58/1764	0.003268237	0.007463464	0.002677139	hsa-mir-106a/hsa-mir-148b/hsa-mir-590/hsa-mir-126/hsa-mir-33a/hsa-mir-199a-2/hsa-mir-199a-1/hsa-mir-140/hsa-mir-222/hsa-mir-132/hsa-mir-200c/hsa-mir-1-2/hsa-mir-1-1/hsa-mir-31	14
Sorafenib	Sorafenib	10/196	35/1764	0.003447298	0.007843853	0.002813585	hsa-mir-16-2/hsa-mir-16-1/hsa-mir-103a-2/hsa-mir-142/hsa-mir-128-2/hsa-mir-140/hsa-mir-675/hsa-mir-18a/hsa-mir-1-2/hsa-mir-1-1	10
Dengue Virus Infection	Dengue Virus Infection	6/196	15/1764	0.003688962	0.00830347	0.002978449	hsa-mir-126/hsa-let-7a-1/hsa-let-7a-2/hsa-let-7a-3/hsa-mir-30e/hsa-mir-133a-2	6
Liver Injury	Liver Injury	6/196	15/1764	0.003688962	0.00830347	0.002978449	hsa-mir-192/hsa-let-7a-1/hsa-let-7a-2/hsa-mir-151a/hsa-mir-212/hsa-mir-155	6
Maternal Obesity During Childbirth	Maternal Obesity During Childbirth	6/196	15/1764	0.003688962	0.00830347	0.002978449	hsa-mir-103a-2/hsa-mir-103a-1/hsa-mir-340/hsa-mir-130a/hsa-mir-29c/hsa-mir-99b	6
"Leukemia, Lymphocytic, Chronic"	"Leukemia, Lymphocytic, Chronic"	11/196	41/1764	0.003749909	0.00841051	0.003016844	hsa-mir-16-2/hsa-mir-16-1/hsa-mir-143/hsa-mir-29b-2/hsa-mir-132/hsa-mir-29b-1/hsa-mir-212/hsa-mir-155/hsa-mir-29c/hsa-mir-31/hsa-mir-34b	11
Medulloblastoma	Medulloblastoma	9/196	30/1764	0.003824524	0.008547336	0.003065923	hsa-let-7f-1/hsa-mir-199b/hsa-mir-192/hsa-mir-135b/hsa-mir-19a/hsa-mir-19b-1/hsa-mir-18a/hsa-mir-19b-2/hsa-mir-31	9
baicalin (BAI)	baicalin (BAI)	7/196	20/1764	0.004113689	0.009128611	0.003274426	hsa-mir-126/hsa-mir-19a/hsa-mir-23a/hsa-mir-30c-1/hsa-mir-30c-2/hsa-mir-31/hsa-mir-217	7
Neurotoxicity	Neurotoxicity	7/196	20/1764	0.004113689	0.009128611	0.003274426	hsa-mir-16-2/hsa-mir-16-1/hsa-mir-19a/hsa-mir-210/hsa-mir-7-1/hsa-mir-132/hsa-mir-1226	7
