ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
alcohol	alcohol	9/193	22/1764	0.000261513465244585	0.000753350716392658	0.000237395130207542	hsa-mir-21/hsa-mir-144/hsa-mir-375/hsa-mir-203a/hsa-mir-7-1/hsa-mir-7-3/hsa-mir-129-2/hsa-mir-129-1/hsa-mir-7-2	9
Congenital Heart Diseases	Congenital Heart Diseases	9/193	22/1764	0.000261513465244585	0.000753350716392658	0.000237395130207542	hsa-mir-96/hsa-mir-10b/hsa-mir-196a-2/hsa-mir-195/hsa-mir-133a-1/hsa-mir-133a-2/hsa-mir-143/hsa-mir-1-2/hsa-mir-1-1	9
influenza A virus (IAV)	influenza A virus (IAV)	9/193	22/1764	0.000261513465244585	0.000753350716392658	0.000237395130207542	hsa-mir-141/hsa-mir-200c/hsa-mir-93/hsa-mir-155/hsa-mir-203a/hsa-mir-590/hsa-mir-9-1/hsa-mir-9-2/hsa-mir-9-3	9
Hormone-mediated Signaling Pathway 	Hormone-mediated Signaling Pathway 	16/193	58/1764	0.000281223249209207	0.000806430139284849	0.000254121465279168	hsa-mir-21/hsa-mir-375/hsa-mir-133a-1/hsa-mir-133a-2/hsa-mir-7-1/hsa-mir-379/hsa-mir-7-3/hsa-mir-1-2/hsa-mir-1-1/hsa-mir-19a/hsa-mir-135b/hsa-mir-18a/hsa-mir-9-1/hsa-mir-9-2/hsa-mir-9-3/hsa-mir-7-2	16
Arteriosclerosis Obliterans	Arteriosclerosis Obliterans	8/193	18/1764	0.000295995553095292	0.000816493256875244	0.000257292544908726	hsa-mir-21/hsa-mir-125b-1/hsa-mir-125b-2/hsa-mir-142/hsa-mir-133a-1/hsa-mir-133a-2/hsa-mir-1-2/hsa-mir-1-1	8
Carcinoma, Hepatocellular, HBV-Related	Carcinoma, Hepatocellular, HBV-Related	8/193	18/1764	0.000295995553095292	0.000816493256875244	0.000257292544908726	hsa-mir-96/hsa-mir-183/hsa-mir-125b-1/hsa-mir-125b-2/hsa-mir-196a-1/hsa-mir-196a-2/hsa-let-7c/hsa-mir-138-2	8
CoCl2	CoCl2	8/193	18/1764	0.000295995553095292	0.000816493256875244	0.000257292544908726	hsa-mir-21/hsa-mir-145/hsa-mir-210/hsa-mir-142/hsa-mir-455/hsa-mir-20b/hsa-mir-129-2/hsa-mir-129-1	8
Insulin Resistance	Insulin Resistance	8/193	18/1764	0.000295995553095292	0.000816493256875244	0.000257292544908726	hsa-mir-145/hsa-mir-378a/hsa-mir-378c/hsa-mir-195/hsa-mir-33b/hsa-mir-181b-1/hsa-mir-181b-2/hsa-mir-494	8
kidney.medulla_renalis	kidney.medulla_renalis	8/193	18/1764	0.000295995553095292	0.000816493256875244	0.000257292544908726	hsa-mir-139/hsa-mir-592/hsa-mir-3065/hsa-mir-3200/hsa-mir-329-2/hsa-mir-129-2/hsa-mir-329-1/hsa-mir-138-2	8
soft-shelled turtle peptide	soft-shelled turtle peptide	8/193	18/1764	0.000295995553095292	0.000816493256875244	0.000257292544908726	hsa-mir-429/hsa-mir-100/hsa-mir-148b/hsa-mir-375/hsa-mir-7-1/hsa-mir-7-3/hsa-mir-205/hsa-mir-7-2	8
Neuron Differentiation	Neuron Differentiation	7/193	14/1764	0.000296433857591649	0.000816493256875244	0.000257292544908726	hsa-mir-96/hsa-mir-183/hsa-mir-182/hsa-mir-376c/hsa-mir-9-1/hsa-mir-9-2/hsa-mir-9-3	7
platelet-derived growth factor (PDGF)	platelet-derived growth factor (PDGF)	7/193	14/1764	0.000296433857591649	0.000816493256875244	0.000257292544908726	hsa-mir-375/hsa-mir-590/hsa-mir-326/hsa-mir-3619/hsa-mir-20b/hsa-mir-202/hsa-mir-138-2	7
radon	radon	7/193	14/1764	0.000296433857591649	0.000816493256875244	0.000257292544908726	hsa-mir-125b-1/hsa-mir-125b-2/hsa-mir-33b/hsa-mir-18a/hsa-mir-483/hsa-mir-494/hsa-mir-5001	7
doxorubicin (DOX)	doxorubicin (DOX)	17/193	64/1764	0.000297907884468909	0.00081697009365273	0.000257442805240887	hsa-mir-21/hsa-mir-145/hsa-mir-182/hsa-mir-451a/hsa-mir-100/hsa-mir-184/hsa-mir-200c/hsa-mir-200b/hsa-mir-195/hsa-mir-181b-1/hsa-mir-375/hsa-mir-449a/hsa-mir-181b-2/hsa-mir-155/hsa-mir-1-2/hsa-mir-1-1/hsa-mir-135b	17
Squamous Cell Carcinoma, Tongue	Squamous Cell Carcinoma, Tongue	10/193	27/1764	0.000310331853945831	0.00084367274579213	0.00026585731848629	hsa-mir-21/hsa-mir-96/hsa-mir-183/hsa-mir-195/hsa-mir-375/hsa-mir-203a/hsa-mir-940/hsa-mir-203b/hsa-mir-483/hsa-mir-494	10
Vascular Diseases [unspecific]	Vascular Diseases [unspecific]	10/193	27/1764	0.000310331853945831	0.00084367274579213	0.00026585731848629	hsa-mir-21/hsa-mir-145/hsa-mir-210/hsa-mir-196a-2/hsa-mir-155/hsa-mir-143/hsa-mir-19a/hsa-mir-18a/hsa-mir-483/hsa-mir-376a-2	10
Chronic Hepatitis B	Chronic Hepatitis B	11/193	32/1764	0.000330024627624518	0.000893342526500849	0.000281509210496412	hsa-mir-200a/hsa-mir-210/hsa-mir-196a-2/hsa-mir-200c/hsa-mir-200b/hsa-mir-511/hsa-mir-192/hsa-mir-181b-1/hsa-mir-181b-2/hsa-mir-106a/hsa-mir-885	11
Adenocarcinoma, Colon	Adenocarcinoma, Colon	9/193	23/1764	0.000389438150931132	0.00104071131397766	0.000327947916573585	hsa-mir-21/hsa-mir-96/hsa-mir-145/hsa-mir-429/hsa-mir-182/hsa-mir-503/hsa-mir-135b/hsa-mir-18a/hsa-mir-224	9
Ischemia-Reperfusion Injury	Ischemia-Reperfusion Injury	9/193	23/1764	0.000389438150931132	0.00104071131397766	0.000327947916573585	hsa-mir-21/hsa-mir-192/hsa-mir-187/hsa-mir-155/hsa-mir-377/hsa-mir-7-1/hsa-mir-7-3/hsa-mir-494/hsa-mir-7-2	9
Peritoneal Cavity Homeostasis(26495316)	Peritoneal Cavity Homeostasis(26495316)	9/193	23/1764	0.000389438150931132	0.00104071131397766	0.000327947916573585	hsa-mir-200a/hsa-mir-100/hsa-mir-497/hsa-mir-200b/hsa-mir-193a/hsa-mir-335/hsa-mir-192/hsa-mir-93/hsa-mir-205	9
Hypertension	Hypertension	12/193	38/1764	0.000433605780331141	0.0011489638398648	0.000362060345113278	hsa-mir-139/hsa-mir-21/hsa-mir-196a-2/hsa-mir-204/hsa-mir-155/hsa-mir-133a-1/hsa-mir-133a-2/hsa-mir-105-1/hsa-mir-584/hsa-mir-1-2/hsa-mir-1-1/hsa-mir-135b	12
hypoxia/reoxygenation (H/R)	hypoxia/reoxygenation (H/R)	12/193	38/1764	0.000433605780331141	0.0011489638398648	0.000362060345113278	hsa-mir-21/hsa-mir-145/hsa-mir-200a/hsa-mir-140/hsa-mir-155/hsa-mir-495/hsa-mir-133a-1/hsa-mir-133a-2/hsa-mir-377/hsa-mir-494/hsa-mir-129-2/hsa-mir-129-1	12
Chronic Obstructive Pulmonary Disease	Chronic Obstructive Pulmonary Disease	10/193	28/1764	0.000437329486063232	0.0011491335449695	0.000362113822417475	hsa-mir-21/hsa-mir-196a-2/hsa-mir-192/hsa-mir-1-2/hsa-mir-1-1/hsa-mir-9-1/hsa-mir-9-2/hsa-mir-9-3/hsa-mir-106a/hsa-mir-149	10
Myelodysplastic Syndromes	Myelodysplastic Syndromes	10/193	28/1764	0.000437329486063232	0.0011491335449695	0.000362113822417475	hsa-mir-21/hsa-mir-145/hsa-mir-378a/hsa-mir-125b-1/hsa-mir-125b-2/hsa-mir-378c/hsa-mir-155/hsa-mir-1-2/hsa-mir-1-1/hsa-mir-205	10
Gastric Neoplasms	Gastric Neoplasms	6/193	11/1764	0.000458912473618765	0.00118113538292043	0.00037219820983748	hsa-mir-21/hsa-mir-100/hsa-mir-148b/hsa-mir-9-1/hsa-mir-9-2/hsa-mir-129-2	6
HIF1A	HIF1A	6/193	11/1764	0.000458912473618765	0.00118113538292043	0.00037219820983748	hsa-mir-210/hsa-mir-452/hsa-mir-9-1/hsa-mir-9-2/hsa-mir-9-3/hsa-mir-224	6
Machado-Joseph Disease	Machado-Joseph Disease	6/193	11/1764	0.000458912473618765	0.00118113538292043	0.00037219820983748	hsa-mir-125b-1/hsa-mir-125b-2/hsa-mir-494/hsa-mir-9-1/hsa-mir-9-2/hsa-mir-9-3	6
organophosphorus(OP)	organophosphorus(OP)	6/193	11/1764	0.000458912473618765	0.00118113538292043	0.00037219820983748	hsa-mir-141/hsa-mir-125b-1/hsa-mir-125b-2/hsa-mir-133a-1/hsa-mir-133a-2/hsa-mir-590	6
rifampicin	rifampicin	6/193	11/1764	0.000458912473618765	0.00118113538292043	0.00037219820983748	hsa-mir-145/hsa-mir-148b/hsa-mir-133a-1/hsa-mir-133a-2/hsa-mir-143/hsa-mir-379	6
amniotic_membrane_cells	amniotic_membrane_cells	13/193	44/1764	0.000517934482973682	0.00132760349105091	0.00041835309473277	hsa-mir-210/hsa-mir-365b/hsa-mir-365a/hsa-mir-144/hsa-mir-203a/hsa-mir-495/hsa-mir-1277/hsa-mir-1247/hsa-mir-135b/hsa-mir-675/hsa-mir-5684/hsa-mir-376a-2/hsa-mir-149	13
Hepatitis B Virus Infection	Hepatitis B Virus Infection	17/193	67/1764	0.000538634150994266	0.00136948278066558	0.000431550054919761	hsa-mir-21/hsa-mir-141/hsa-mir-125b-1/hsa-mir-125b-2/hsa-mir-99a/hsa-mir-196a-2/hsa-let-7c/hsa-mir-181b-1/hsa-mir-181b-2/hsa-mir-191/hsa-mir-155/hsa-mir-203a/hsa-mir-143/hsa-mir-215/hsa-mir-18a/hsa-mir-205/hsa-mir-149	17
Leukemia, Myeloid, Chronic	Leukemia, Myeloid, Chronic	17/193	67/1764	0.000538634150994266	0.00136948278066558	0.000431550054919761	hsa-mir-21/hsa-mir-145/hsa-mir-378a/hsa-mir-200a/hsa-mir-378c/hsa-let-7c/hsa-mir-148b/hsa-mir-142/hsa-mir-665/hsa-mir-140/hsa-mir-155/hsa-mir-299/hsa-mir-483/hsa-mir-9-1/hsa-mir-9-2/hsa-mir-9-3/hsa-mir-224	17
Liver Neoplasms	Liver Neoplasms	9/193	24/1764	0.000564858825605491	0.00143036831645261	0.000450736244540884	hsa-mir-21/hsa-mir-486-1/hsa-mir-486-2/hsa-mir-200a/hsa-mir-210/hsa-mir-10b/hsa-mir-148b/hsa-mir-375/hsa-mir-93	9
Stroke, Ischemic	Stroke, Ischemic	11/193	34/1764	0.000600080925391268	0.001513457113035	0.000476919103671775	hsa-mir-210/hsa-mir-196a-1/hsa-mir-196a-2/hsa-mir-144/hsa-mir-200b/hsa-mir-130b/hsa-mir-155/hsa-mir-495/hsa-mir-605/hsa-mir-149/hsa-mir-618	11
Muscular Dystrophy	Muscular Dystrophy	10/193	29/1764	0.000604755057097463	0.00151914470342883	0.000478711371512939	hsa-mir-21/hsa-mir-145/hsa-let-7c/hsa-mir-195/hsa-mir-155/hsa-mir-133a-1/hsa-mir-133a-2/hsa-mir-381/hsa-mir-1-2/hsa-mir-1-1	10
Retinoblastoma	Retinoblastoma	13/193	45/1764	0.000659146931042747	0.00164918036930217	0.000519688081509904	hsa-mir-21/hsa-mir-183/hsa-mir-200a/hsa-mir-125b-1/hsa-mir-125b-2/hsa-let-7c/hsa-mir-181b-1/hsa-mir-204/hsa-mir-181b-2/hsa-mir-433/hsa-mir-215/hsa-mir-18a/hsa-mir-494	13
sevoflurane (SEV)	sevoflurane (SEV)	8/193	20/1764	0.000701365090629616	0.00174784633696587	0.00055077960333487	hsa-mir-139/hsa-mir-125b-1/hsa-mir-125b-2/hsa-mir-210/hsa-mir-155/hsa-mir-203a/hsa-mir-326/hsa-mir-138-2	8
MYC	MYC	12/193	40/1764	0.000733222141562382	0.00182001385336433	0.000573520959491275	hsa-mir-429/hsa-mir-141/hsa-let-7c/hsa-mir-195/hsa-mir-93/hsa-mir-19a/hsa-mir-18a/hsa-mir-9-1/hsa-mir-9-2/hsa-mir-9-3/hsa-mir-106a/hsa-mir-20b	12
melatonin	melatonin	11/193	35/1764	0.000792525204297702	0.00195947176495652	0.000617466798209565	hsa-mir-210/hsa-mir-497/hsa-mir-449a/hsa-mir-204/hsa-mir-140/hsa-mir-155/hsa-mir-590/hsa-mir-215/hsa-mir-675/hsa-mir-205/hsa-mir-106a	11
Aortic Stenosis	Aortic Stenosis	9/193	25/1764	0.000800164489220411	0.00196290351261882	0.00061854820712762	hsa-mir-451a/hsa-mir-210/hsa-mir-195/hsa-mir-204/hsa-mir-133a-1/hsa-mir-133a-2/hsa-mir-1-2/hsa-mir-1-1/hsa-mir-106a	9
statins	statins	9/193	25/1764	0.000800164489220411	0.00196290351261882	0.00061854820712762	hsa-mir-21/hsa-mir-451a/hsa-mir-148b/hsa-mir-192/hsa-mir-133a-1/hsa-mir-133a-2/hsa-mir-1-2/hsa-mir-1-1/hsa-mir-483	9
progesterone (P4)	progesterone (P4)	7/193	16/1764	0.000815067483110242	0.0019916824100904	0.000627616984741861	hsa-mir-21/hsa-mir-145/hsa-mir-200a/hsa-mir-196a-1/hsa-mir-196a-2/hsa-mir-142/hsa-mir-143	7
hormone	hormone	6/193	12/1764	0.000834848804435115	0.00201648095840482	0.000635431478679359	hsa-mir-21/hsa-mir-145/hsa-mir-378a/hsa-mir-592/hsa-mir-99a/hsa-mir-195	6
insulin-like growth factor 1 (IGF-1)	insulin-like growth factor 1 (IGF-1)	6/193	12/1764	0.000834848804435115	0.00201648095840482	0.000635431478679359	hsa-mir-21/hsa-mir-200c/hsa-mir-130b/hsa-mir-9-1/hsa-mir-9-2/hsa-mir-9-3	6
titanium and Anatase coating(AC)	titanium and Anatase coating(AC)	6/193	12/1764	0.000834848804435115	0.00201648095840482	0.000635431478679359	hsa-mir-210/hsa-mir-130b/hsa-mir-93/hsa-mir-377/hsa-mir-1-2/hsa-mir-1-1	6
Allergic Rhinitis	Allergic Rhinitis	8/193	21/1764	0.00102805578330933	0.00244552663605401	0.00077063192688259	hsa-mir-196a-2/hsa-mir-187/hsa-mir-155/hsa-mir-143/hsa-mir-19a/hsa-mir-18a/hsa-mir-149/hsa-mir-224	8
brain.cerebellum	brain.cerebellum	8/193	21/1764	0.00102805578330933	0.00244552663605401	0.00077063192688259	hsa-mir-486-1/hsa-mir-486-2/hsa-mir-451a/hsa-mir-144/hsa-mir-93/hsa-mir-19a/hsa-mir-18a/hsa-mir-20b	8
Chondrosarcoma	Chondrosarcoma	8/193	21/1764	0.00102805578330933	0.00244552663605401	0.00077063192688259	hsa-mir-145/hsa-mir-141/hsa-mir-100/hsa-mir-200b/hsa-mir-494/hsa-mir-129-2/hsa-mir-129-1/hsa-mir-138-2	8
Immune System(Xiao's Cell2010)	Immune System(Xiao's Cell2010)	8/193	21/1764	0.00102805578330933	0.00244552663605401	0.00077063192688259	hsa-mir-181b-1/hsa-mir-181b-2/hsa-mir-93/hsa-mir-155/hsa-mir-19a/hsa-mir-18a/hsa-mir-106a/hsa-mir-20b	8
Brain Development	Brain Development	11/193	36/1764	0.00103358698524366	0.00244940613861516	0.00077185443188007	hsa-mir-10b/hsa-mir-184/hsa-mir-192/hsa-mir-191/hsa-mir-155/hsa-mir-326/hsa-mir-135b/hsa-mir-9-1/hsa-mir-9-2/hsa-mir-9-3/hsa-mir-106a	11
E2F1	E2F1	9/193	26/1764	0.0011095886908586	0.00260981909310563	0.000822403602922994	hsa-mir-195/hsa-mir-449a/hsa-mir-93/hsa-mir-452/hsa-mir-19a/hsa-mir-18a/hsa-mir-106a/hsa-mir-20b/hsa-mir-224	9
Hepatoblastoma	Hepatoblastoma	9/193	26/1764	0.0011095886908586	0.00260981909310563	0.000822403602922994	hsa-mir-21/hsa-mir-96/hsa-mir-145/hsa-mir-210/hsa-mir-195/hsa-mir-191/hsa-mir-140/hsa-mir-18a/hsa-mir-224	9
paclitaxel (PTX)	paclitaxel (PTX)	17/193	72/1764	0.00131103644896739	0.00307213018638627	0.00096808661589108	hsa-mir-21/hsa-mir-183/hsa-mir-210/hsa-mir-200c/hsa-mir-375/hsa-mir-155/hsa-mir-203a/hsa-mir-133a-1/hsa-mir-133a-2/hsa-mir-433/hsa-mir-877/hsa-mir-654/hsa-mir-135b/hsa-mir-18a/hsa-mir-3150b/hsa-mir-205/hsa-mir-224	17
Rheumatoid Arthritis	Rheumatoid Arthritis	14/193	54/1764	0.00134606073878708	0.00314247637159215	0.000990254035969366	hsa-mir-21/hsa-mir-125b-1/hsa-mir-125b-2/hsa-mir-451a/hsa-mir-342/hsa-mir-155/hsa-mir-203a/hsa-mir-203b/hsa-mir-188/hsa-mir-9-1/hsa-mir-9-2/hsa-mir-9-3/hsa-mir-106a/hsa-mir-149	14
Keloid	Keloid	6/193	13/1764	0.00141052430123315	0.00325665169549418	0.00102623285074238	hsa-mir-21/hsa-mir-145/hsa-mir-200b/hsa-mir-181b-1/hsa-mir-181b-2/hsa-mir-205	6
matrine	matrine	6/193	13/1764	0.00141052430123315	0.00325665169549418	0.00102623285074238	hsa-mir-21/hsa-mir-182/hsa-mir-133a-1/hsa-mir-133a-2/hsa-mir-129-2/hsa-mir-129-1	6
Mycobacterium Tuberculosis Infection	Mycobacterium Tuberculosis Infection	6/193	13/1764	0.00141052430123315	0.00325665169549418	0.00102623285074238	hsa-mir-21/hsa-mir-32/hsa-mir-193a/hsa-mir-140/hsa-mir-155/hsa-mir-326	6
docosahexaenoic acid (DHA)	docosahexaenoic acid (DHA)	8/193	22/1764	0.00146607996506061	0.00334799352021114	0.00105501639590964	hsa-mir-21/hsa-mir-378a/hsa-mir-125b-1/hsa-mir-125b-2/hsa-mir-19a/hsa-mir-9-1/hsa-mir-9-2/hsa-mir-9-3	8
Lung Fibrosis	Lung Fibrosis	8/193	22/1764	0.00146607996506061	0.00334799352021114	0.00105501639590964	hsa-mir-21/hsa-mir-486-1/hsa-mir-486-2/hsa-mir-130b/hsa-mir-326/hsa-mir-19a/hsa-mir-18a/hsa-mir-149	8
Lymphoma, Hodgkin	Lymphoma, Hodgkin	8/193	22/1764	0.00146607996506061	0.00334799352021114	0.00105501639590964	hsa-mir-21/hsa-mir-96/hsa-mir-196a-1/hsa-mir-155/hsa-mir-494/hsa-mir-9-1/hsa-mir-9-2/hsa-mir-9-3	8
Amniotic_Epithelial_Cells	Amniotic_Epithelial_Cells	9/193	27/1764	0.00150921710931499	0.00342161857274301	0.00107821704940611	hsa-mir-3065/hsa-mir-493/hsa-mir-675/hsa-mir-483/hsa-mir-494/hsa-mir-758/hsa-mir-656/hsa-mir-376a-2/hsa-mir-1284	9
Kaposi's Sarcoma	Kaposi's Sarcoma	9/193	27/1764	0.00150921710931499	0.00342161857274301	0.00107821704940611	hsa-mir-200a/hsa-mir-99a/hsa-mir-100/hsa-let-7c/hsa-mir-200c/hsa-mir-200b/hsa-mir-335/hsa-mir-1258/hsa-mir-149	9
aspirin	aspirin	7/193	18/1764	0.00187135715958702	0.00419718677221661	0.00132261333083594	hsa-mir-21/hsa-mir-145/hsa-mir-155/hsa-mir-203a/hsa-mir-7-1/hsa-mir-7-3/hsa-mir-7-2	7
Leukemia, Myeloid	Leukemia, Myeloid	7/193	18/1764	0.00187135715958702	0.00419718677221661	0.00132261333083594	hsa-mir-139/hsa-mir-486-1/hsa-mir-486-2/hsa-mir-125b-1/hsa-mir-125b-2/hsa-mir-19a/hsa-mir-18a	7
Smooth Muscle Cell Proliferation	Smooth Muscle Cell Proliferation	7/193	18/1764	0.00187135715958702	0.00419718677221661	0.00132261333083594	hsa-mir-21/hsa-mir-145/hsa-mir-100/hsa-mir-140/hsa-mir-143/hsa-mir-147b/hsa-mir-138-2	7
nicotine	nicotine	10/193	33/1764	0.00188427997074568	0.00421113103782308	0.0013270074339771	hsa-mir-21/hsa-mir-200c/hsa-mir-192/hsa-mir-493/hsa-mir-7-1/hsa-mir-7-3/hsa-mir-9-1/hsa-mir-9-2/hsa-mir-9-3/hsa-mir-7-2	10
palmitate	palmitate	8/193	23/1764	0.00204028893259633	0.00451162482278343	0.00142169873731694	hsa-mir-195/hsa-mir-375/hsa-mir-204/hsa-mir-92b/hsa-mir-155/hsa-mir-299/hsa-mir-483/hsa-mir-615	8
Polyunsaturated fatty acids (PUFAs)	Polyunsaturated fatty acids (PUFAs)	8/193	23/1764	0.00204028893259633	0.00451162482278343	0.00142169873731694	hsa-mir-183/hsa-mir-145/hsa-mir-125b-1/hsa-mir-125b-2/hsa-mir-143/hsa-mir-149/hsa-mir-20b/hsa-mir-224	8
Squamous Cell Carcinoma, Lung	Squamous Cell Carcinoma, Lung	8/193	23/1764	0.00204028893259633	0.00451162482278343	0.00142169873731694	hsa-mir-21/hsa-mir-183/hsa-mir-182/hsa-mir-375/hsa-mir-133a-1/hsa-mir-133a-2/hsa-mir-19a/hsa-mir-205	8
Habitual Abortion	Habitual Abortion	6/193	14/1764	0.00224609213396427	0.00488078152293966	0.0015380270303598	hsa-mir-125b-2/hsa-mir-196a-2/hsa-mir-184/hsa-mir-187/hsa-mir-149/hsa-mir-519a-1	6
Leukemia, B-Cell	Leukemia, B-Cell	6/193	14/1764	0.00224609213396427	0.00488078152293966	0.0015380270303598	hsa-mir-125b-1/hsa-mir-125b-2/hsa-mir-142/hsa-mir-155/hsa-mir-19a/hsa-mir-18a	6
Osteoclast Differentiation	Osteoclast Differentiation	6/193	14/1764	0.00224609213396427	0.00488078152293966	0.0015380270303598	hsa-mir-181b-1/hsa-mir-181b-2/hsa-mir-7-1/hsa-mir-7-3/hsa-mir-503/hsa-mir-7-2	6
Polycystic Kidney Disease	Polycystic Kidney Disease	6/193	14/1764	0.00224609213396427	0.00488078152293966	0.0015380270303598	hsa-mir-133a-1/hsa-mir-133a-2/hsa-mir-143/hsa-mir-1-2/hsa-mir-1-1/hsa-mir-205	6
ZEB1	ZEB1	6/193	14/1764	0.00224609213396427	0.00488078152293966	0.0015380270303598	hsa-mir-429/hsa-mir-141/hsa-mir-200a/hsa-let-7c/hsa-mir-200c/hsa-mir-200b	6
Early-Stage Gastric Carcinoma	Early-Stage Gastric Carcinoma	5/193	10/1764	0.00237095228383461	0.00504731537033266	0.00159050501110047	hsa-mir-141/hsa-mir-196a-1/hsa-mir-196a-2/hsa-mir-142/hsa-mir-9-1	5
morin	morin	5/193	10/1764	0.00237095228383461	0.00504731537033266	0.00159050501110047	hsa-mir-200a/hsa-mir-210/hsa-mir-93/hsa-mir-188/hsa-mir-135b	5
Nervous System Diseases [unspecific]	Nervous System Diseases [unspecific]	5/193	10/1764	0.00237095228383461	0.00504731537033266	0.00159050501110047	hsa-mir-145/hsa-mir-9-1/hsa-mir-9-2/hsa-mir-9-3/hsa-mir-138-2	5
Oxidative Stress	Oxidative Stress	5/193	10/1764	0.00237095228383461	0.00504731537033266	0.00159050501110047	hsa-mir-21/hsa-mir-141/hsa-mir-33a/hsa-mir-503/hsa-mir-411	5
TWIST1	TWIST1	5/193	10/1764	0.00237095228383461	0.00504731537033266	0.00159050501110047	hsa-mir-200a/hsa-mir-10b/hsa-mir-200c/hsa-mir-200b/hsa-mir-205	5
vincristine (VCR)	vincristine (VCR)	5/193	10/1764	0.00237095228383461	0.00504731537033266	0.00159050501110047	hsa-mir-497/hsa-mir-181b-1/hsa-mir-181b-2/hsa-mir-155/hsa-mir-138-2	5
Polycystic Ovarian Syndrome	Polycystic Ovarian Syndrome	9/193	29/1764	0.00265244258457263	0.00562747953753924	0.00177332576777971	hsa-mir-21/hsa-mir-486-1/hsa-mir-486-2/hsa-mir-592/hsa-mir-32/hsa-mir-375/hsa-mir-93/hsa-mir-155/hsa-mir-483	9
Cardiomyopathy, Ischemic	Cardiomyopathy, Ischemic	7/193	19/1764	0.0026924219144023	0.0056739629605525	0.00178797357791463	hsa-mir-139/hsa-mir-21/hsa-mir-141/hsa-mir-200a/hsa-mir-155/hsa-mir-377/hsa-mir-483	7
Cervical Neoplasms	Cervical Neoplasms	7/193	19/1764	0.0026924219144023	0.0056739629605525	0.00178797357791463	hsa-mir-145/hsa-mir-200a/hsa-mir-125b-1/hsa-mir-125b-2/hsa-mir-155/hsa-mir-143/hsa-mir-215	7
tobacco	tobacco	10/193	35/1764	0.00307009798711493	0.00644823256156581	0.00203196064628624	hsa-mir-125b-1/hsa-mir-125b-2/hsa-mir-99a/hsa-mir-10b/hsa-mir-337/hsa-mir-200c/hsa-mir-200b/hsa-mir-18a/hsa-mir-205/hsa-mir-106a	10
Leukemia, Lymphocytic, Chronic	Leukemia, Lymphocytic, Chronic	11/193	41/1764	0.00331503405192628	0.00693947128203235	0.00218675930442856	hsa-mir-21/hsa-mir-125b-1/hsa-mir-125b-2/hsa-mir-497/hsa-mir-181b-1/hsa-mir-181b-2/hsa-mir-155/hsa-mir-143/hsa-mir-9-1/hsa-mir-9-2/hsa-mir-9-3	11
Adenocarcinoma, Gastric-Esophageal Junction	Adenocarcinoma, Gastric-Esophageal Junction	6/193	15/1764	0.00340697437623871	0.00701501609271446	0.00221056491020838	hsa-mir-21/hsa-mir-196a-1/hsa-mir-196a-2/hsa-mir-192/hsa-mir-381/hsa-mir-135b	6
Cholesterol Efflux	Cholesterol Efflux	6/193	15/1764	0.00340697437623871	0.00701501609271446	0.00221056491020838	hsa-mir-486-1/hsa-mir-486-2/hsa-mir-378a/hsa-mir-378c/hsa-mir-33b/hsa-mir-33a	6
Liver Injury	Liver Injury	6/193	15/1764	0.00340697437623871	0.00701501609271446	0.00221056491020838	hsa-mir-21/hsa-mir-182/hsa-mir-200a/hsa-mir-192/hsa-mir-155/hsa-mir-877	6
perioglas(PG)	perioglas(PG)	6/193	15/1764	0.00340697437623871	0.00701501609271446	0.00221056491020838	hsa-mir-337/hsa-mir-200b/hsa-mir-377/hsa-mir-9-1/hsa-mir-9-2/hsa-mir-9-3	6
Prolactinoma	Prolactinoma	6/193	15/1764	0.00340697437623871	0.00701501609271446	0.00221056491020838	hsa-mir-486-1/hsa-mir-486-2/hsa-mir-451a/hsa-mir-144/hsa-mir-142/hsa-mir-93	6
Human Immunodeficiency Virus Infection	Human Immunodeficiency Virus Infection	12/193	47/1764	0.00342141973884074	0.00702173724180387	0.00221268287204011	hsa-mir-21/hsa-mir-183/hsa-mir-125b-1/hsa-mir-125b-2/hsa-mir-210/hsa-mir-196a-1/hsa-mir-196a-2/hsa-let-7c/hsa-mir-155/hsa-mir-7-1/hsa-mir-7-3/hsa-mir-7-2	12
human immunodeficiency virus (HIV)-1	human immunodeficiency virus (HIV)-1	8/193	25/1764	0.00370875198461943	0.0075866327242378	0.00239069217592475	hsa-mir-21/hsa-mir-145/hsa-mir-144/hsa-mir-375/hsa-mir-93/hsa-mir-155/hsa-mir-381/hsa-mir-19a	8
Polycythemia Vera	Polycythemia Vera	7/193	20/1764	0.00376452943489528	0.0076757288477735	0.00241876805796416	hsa-mir-21/hsa-mir-378a/hsa-mir-125b-1/hsa-mir-125b-2/hsa-mir-451a/hsa-mir-378c/hsa-mir-155	7
Adenovirus Infection	Adenovirus Infection	10/193	36/1764	0.00385337144937312	0.00780436426832107	0.00245930352404352	hsa-mir-378a/hsa-mir-125b-1/hsa-mir-125b-2/hsa-mir-378c/hsa-mir-210/hsa-mir-181b-1/hsa-mir-181b-2/hsa-mir-191/hsa-mir-155/hsa-mir-452	10
Pulmonary Hypertension	Pulmonary Hypertension	10/193	36/1764	0.00385337144937312	0.00780436426832107	0.00245930352404352	hsa-mir-21/hsa-mir-96/hsa-mir-145/hsa-mir-210/hsa-mir-193a/hsa-mir-130b/hsa-mir-204/hsa-mir-143/hsa-mir-503/hsa-mir-138-2	10
