gene_id	Description
hsa-mir-451b	Cell Proliferation
hsa-mir-200b	Cell Proliferation
hsa-mir-492	Cell Proliferation
hsa-mir-92a-1	Cell Proliferation
hsa-mir-379	Cell Proliferation
hsa-mir-125b-2	Cell Proliferation
hsa-mir-433	Cell Proliferation
hsa-mir-449b	Cell Proliferation
hsa-mir-140	Cell Proliferation
hsa-mir-206	Cell Proliferation
hsa-mir-203b	Cell Proliferation
hsa-mir-373	Cell Proliferation
hsa-mir-224	Cell Proliferation
hsa-mir-124-1	Cell Proliferation
hsa-mir-129-1	Cell Proliferation
hsa-mir-221	Cell Proliferation
hsa-mir-124-2	Cell Proliferation
hsa-mir-16-2	Cell Proliferation
hsa-let-7c	Cell Proliferation
hsa-mir-200a	Cell Proliferation
hsa-mir-378f	Cell Proliferation
hsa-mir-378g	Cell Proliferation
hsa-let-7d	Cell Proliferation
hsa-mir-378e	Cell Proliferation
hsa-mir-200c	Cell Proliferation
hsa-mir-374b	Cell Proliferation
hsa-mir-222	Cell Proliferation
hsa-mir-494	Cell Proliferation
hsa-mir-27b	Cell Proliferation
hsa-mir-92b	Cell Proliferation
hsa-mir-124-3	Cell Proliferation
hsa-mir-34b	Cell Proliferation
hsa-mir-34c	Cell Proliferation
hsa-mir-1-1	Cell Proliferation
hsa-mir-378b	Cell Proliferation
hsa-mir-29c	Cell Proliferation
hsa-mir-196b	Cell Proliferation
hsa-mir-34a	Cell Proliferation
hsa-mir-125b-1	Cell Proliferation
hsa-let-7b	Cell Proliferation
hsa-mir-451a	Cell Proliferation
hsa-mir-17	Cell Proliferation
hsa-mir-378c	Cell Proliferation
hsa-mir-29b-2	Cell Proliferation
hsa-mir-9-1	Cell Proliferation
hsa-mir-150	Cell Proliferation
hsa-mir-9-3	Cell Proliferation
hsa-mir-9-2	Cell Proliferation
hsa-mir-509-2	Cell Proliferation
hsa-mir-130a	Cell Proliferation
hsa-mir-210	Cell Proliferation
hsa-mir-509-1	Cell Proliferation
hsa-mir-127	Cell Proliferation
hsa-mir-24-1	Cell Proliferation
hsa-mir-93	Cell Proliferation
hsa-mir-199a-2	Cell Proliferation
hsa-mir-503	Cell Proliferation
hsa-let-7g	Cell Proliferation
hsa-mir-429	Cell Proliferation
hsa-mir-1-2	Cell Proliferation
hsa-mir-29b-1	Cell Proliferation
hsa-mir-378a	Cell Proliferation
hsa-mir-203a	Cell Proliferation
hsa-mir-24-2	Cell Proliferation
hsa-mir-509-3	Cell Proliferation
hsa-let-7a-2	Cell Proliferation
hsa-let-7e	Cell Proliferation
hsa-mir-16-1	Cell Proliferation
hsa-mir-92a-2	Cell Proliferation
hsa-mir-145	Cell Proliferation
hsa-mir-199a-1	Cell Proliferation
hsa-mir-449a	Cell Proliferation
hsa-mir-29a	Cell Proliferation
hsa-mir-146a	Cell Proliferation
hsa-mir-143	Cell Proliferation
hsa-mir-20a	Cell Proliferation(Hwang Etal Bjc2007)
hsa-mir-18a	Cell Proliferation(Hwang Etal Bjc2007)
hsa-mir-19a	Cell Proliferation(Hwang Etal Bjc2007)
hsa-mir-17	Cell Proliferation(Hwang Etal Bjc2007)
hsa-mir-302f	Cell Reprogramming
hsa-mir-302e	Cell Reprogramming
hsa-mir-302d	Cell Reprogramming
hsa-mir-302c	Cell Reprogramming
hsa-mir-302b	Cell Reprogramming
hsa-mir-302a	Cell Reprogramming
hsa-mir-369	Cell Reprogramming
hsa-mir-367	Cell Reprogramming
hsa-mir-378a	Cellular Senescence
hsa-mir-127	Cellular Senescence
hsa-mir-335	Cellular Senescence
hsa-mir-23a	Cellular Senescence
hsa-mir-494	Cellular Senescence
hsa-mir-141	Cellular Senescence
hsa-mir-29c	Cellular Senescence
hsa-mir-16-2	Chemosensitivity Of Tumor Cells
hsa-mir-16-1	Chemosensitivity Of Tumor Cells
hsa-mir-21	Chemosensitivity Of Tumor Cells
hsa-mir-3127	Chemosensitivity Of Tumor Cells
hsa-mir-27a	Chemosensitivity Of Tumor Cells
hsa-mir-145	Chemosensitivity Of Tumor Cells
hsa-mir-140	Chemosensitivity Of Tumor Cells
hsa-mir-107	Chemosensitivity Of Tumor Cells
hsa-mir-451b	Chemotaxis
hsa-mir-451a	Chemotaxis
hsa-mir-210	Chemotaxis
hsa-mir-378b	Cholesterol Efflux
hsa-mir-378c	Cholesterol Efflux
hsa-mir-378a	Cholesterol Efflux
hsa-mir-378f	Cholesterol Efflux
hsa-mir-378g	Cholesterol Efflux
hsa-mir-378e	Cholesterol Efflux
hsa-mir-613	Cholesterol Efflux
hsa-mir-27a	Cholesterol Efflux
hsa-mir-27b	Cholesterol Efflux
hsa-mir-206	Cholesterol Efflux
hsa-mir-33a	Cholesterol Efflux
hsa-mir-216a	Cholesterol Efflux
hsa-mir-486-1	Cholesterol Efflux
hsa-mir-486-2	Cholesterol Efflux
hsa-mir-33b	Cholesterol Efflux
hsa-mir-27a	Cholesterol Esterification
hsa-mir-27b	Cholesterol Esterification
hsa-mir-30c-2	Cholesterol Homeostasis
hsa-mir-33a	Cholesterol Homeostasis
hsa-mir-30c-1	Cholesterol Homeostasis
hsa-mir-144	Cholesterol Homeostasis
hsa-mir-128-2	Cholesterol Homeostasis
hsa-mir-185	Cholesterol Homeostasis
hsa-mir-758	Cholesterol Homeostasis
hsa-mir-223	Cholesterol Homeostasis
hsa-mir-33b	Cholesterol Homeostasis
hsa-mir-27a	Cholesterol Hydrolysis
hsa-mir-27b	Cholesterol Hydrolysis
hsa-mir-27a	Cholesterol Influx
hsa-mir-27b	Cholesterol Influx
hsa-mir-122	Cholesterol Metabolism
hsa-mir-92a-1	Cholesterol Metabolism
hsa-mir-92a-2	Cholesterol Metabolism
hsa-mir-98	Cholesterol Metabolism
hsa-mir-33a	Cholesterol Metabolism
hsa-mir-486-1	Cholesterol Metabolism
hsa-mir-486-2	Cholesterol Metabolism
hsa-mir-33b	Cholesterol Metabolism
hsa-mir-181d	Chondrocyte Development
hsa-mir-181b-2	Chondrocyte Development
hsa-mir-181b-1	Chondrocyte Development
hsa-mir-181c	Chondrocyte Development
hsa-mir-92a-1	Chondrocyte Development
hsa-mir-92a-2	Chondrocyte Development
hsa-mir-222	Chondrocyte Development
hsa-mir-630	Chondrocyte Development
hsa-mir-381	Chondrocyte Development
hsa-mir-145	Chondrocyte Development
hsa-mir-34a	Chondrocyte Development
hsa-mir-210	Chondrocyte Development
hsa-mir-146a	Chondrocyte Development
hsa-mir-181a-1	Chondrocyte Development
hsa-mir-181a-2	Chondrocyte Development
hsa-mir-495	Chondrogenic Differentiation
hsa-mir-140	Chondrogenic Differentiation
hsa-mir-30a	Chondrogenic Differentiation
hsa-mir-181a-1	Chondrogenic Differentiation
hsa-mir-181a-2	Chondrogenic Differentiation
hsa-mir-29a	Chondrogenic Differentiation
hsa-mir-132	Chromatin Remodeling
hsa-mir-21	Chromatin Remodeling
hsa-mir-512-2	Chromatin Remodeling
hsa-mir-512-1	Chromatin Remodeling
hsa-mir-199a-2	Chromatin Remodeling
hsa-mir-31	Chromatin Remodeling
hsa-mir-223	Chromatin Remodeling
hsa-mir-194-1	Circadian Rhythm
hsa-mir-194-2	Circadian Rhythm
hsa-mir-219a-1	Circadian Rhythm
hsa-mir-219a-2	Circadian Rhythm
hsa-mir-107	Circadian Rhythm
hsa-mir-181a-2	Circadian Rhythm
hsa-mir-16-2	Circadian Rhythm
hsa-mir-122	Circadian Rhythm
hsa-mir-16-1	Circadian Rhythm
hsa-mir-26a-2	Circadian Rhythm
hsa-mir-26a-1	Circadian Rhythm
hsa-mir-181a-1	Circadian Rhythm
hsa-mir-182	Circadian Rhythm
hsa-mir-183	Circadian Rhythm
hsa-mir-29c	Circadian Rhythm
hsa-mir-29a	Circadian Rhythm
hsa-mir-181d	Circadian Rhythm
hsa-mir-96	Circadian Rhythm
hsa-mir-132	Circadian Rhythm
hsa-mir-219b	Circadian Rhythm
hsa-mir-191	Circadian Rhythm
hsa-mir-192	Circadian Rhythm
hsa-mir-375	Cleavage Stage Development
hsa-mir-21	Cleavage Stage Development
hsa-mir-140	Cleavage Stage Development
hsa-mir-34c	Cleavage Stage Development
hsa-mir-29b-1	Collagen Formation
hsa-mir-29b-2	Collagen Formation
hsa-mir-150	Cytokine Secretion
hsa-mir-301a	Cytokine Secretion
hsa-mir-378b	Cytoskeleton Remodeling
hsa-mir-378c	Cytoskeleton Remodeling
hsa-mir-378a	Cytoskeleton Remodeling
hsa-mir-378f	Cytoskeleton Remodeling
hsa-mir-378g	Cytoskeleton Remodeling
hsa-mir-378e	Cytoskeleton Remodeling
hsa-mir-630	DNA Damage Repair
hsa-mir-24-1	DNA Damage Repair
hsa-mir-22	DNA Damage Repair
hsa-mir-24-2	DNA Damage Repair
hsa-mir-101-2	DNA Damage Repair
hsa-mir-521-1	DNA Damage Repair
hsa-mir-521-2	DNA Damage Repair
hsa-mir-101-1	DNA Damage Repair
hsa-mir-513a-2	DNA Damage Repair
hsa-mir-513a-1	DNA Damage Repair
hsa-mir-182	DNA Damage Repair
hsa-mir-183	DNA Damage Repair
hsa-mir-155	DNA Damage Repair
hsa-mir-34a	DNA Damage Repair
hsa-mir-210	DNA Damage Repair
hsa-mir-34c	DNA Damage Repair
hsa-mir-373	DNA Damage Repair
hsa-mir-3940	DNA Damage Repair
hsa-mir-143	DNA Damage Repair
hsa-mir-18b	DNA Damage Response
hsa-mir-16-2	DNA Damage Response
hsa-mir-15b	DNA Damage Response
hsa-mir-196a-2	DNA Damage Response
hsa-mir-452	DNA Damage Response
hsa-mir-23a	DNA Damage Response
hsa-mir-27a	DNA Damage Response
hsa-mir-18a	DNA Damage Response
hsa-mir-143	DNA Damage Response
hsa-mir-34b	DNA Damage Response
hsa-mir-34c	DNA Damage Response
hsa-mir-16-1	DNA Damage Response
hsa-mir-130a	DNA Damage Response
hsa-mir-146a	DNA Damage Response
hsa-mir-15a	DNA Damage Response
hsa-mir-34a	DNA Damage Response
hsa-mir-22	DNA Synthesis
hsa-mir-149	DNA Synthesis
hsa-mir-200a	Dendritic Cell Differentiation
hsa-mir-340	Dendritic Cell Differentiation
hsa-mir-34a	Dendritic Cell Differentiation
hsa-mir-23a	Dendritic Cell Differentiation
hsa-mir-665	Dentinogenesis
hsa-mir-424	Dentinogenesis
hsa-mir-137	Dopamine Transporter Dysfunction
hsa-mir-491	Dopamine Transporter Dysfunction
hsa-mir-20b	Embryonic Development 
hsa-mir-140	Embryonic Development 
hsa-mir-296	Embryonic Development 
hsa-mir-135b	Embryonic Development 
hsa-mir-10a	Embryonic Development 
hsa-mir-661	Embryonic Development 
hsa-mir-183	Embryonic Development 
hsa-mir-373	Embryonic Development 
hsa-mir-145	Embryonic Development 
hsa-mir-34a	Embryonic Development 
hsa-mir-130b	Embryonic Development 
hsa-mir-152	Embryonic Development 
hsa-mir-124-2	Embryonic Development 
hsa-mir-124-1	Embryonic Development 
hsa-mir-93	Embryonic Development 
hsa-mir-124-3	Embryonic Development 
hsa-mir-21	Embryonic Development 
hsa-mir-25	Embryonic Stem Cell Differentiation
hsa-mir-103a-2	Embryonic Stem Cell Differentiation
hsa-mir-21	Embryonic Stem Cell Differentiation
hsa-mir-103a-1	Embryonic Stem Cell Differentiation
hsa-mir-302f	Embryonic Stem Cell Differentiation
hsa-mir-302e	Embryonic Stem Cell Differentiation
hsa-mir-302d	Embryonic Stem Cell Differentiation
hsa-mir-302c	Embryonic Stem Cell Differentiation
hsa-mir-302b	Embryonic Stem Cell Differentiation
hsa-mir-302a	Embryonic Stem Cell Differentiation
hsa-mir-103b-2	Embryonic Stem Cell Differentiation
hsa-mir-371a	Embryonic Stem Cell Differentiation
hsa-mir-204	Embryonic Stem Cell Differentiation
hsa-mir-371b	Embryonic Stem Cell Differentiation
hsa-mir-373	Embryonic Stem Cell Differentiation
hsa-mir-372	Embryonic Stem Cell Differentiation
hsa-mir-223	Embryonic Stem Cell Differentiation
hsa-mir-200c	Embryonic Stem Cell Differentiation
hsa-mir-27a	Embryonic Stem Cell Differentiation
hsa-mir-103b-1	Embryonic Stem Cell Differentiation
hsa-mir-105-2	Embryonic Stem Cell Differentiation
hsa-mir-105-1	Embryonic Stem Cell Differentiation
hsa-mir-9-1	Embryonic Stem Cell Differentiation
hsa-mir-9-3	Embryonic Stem Cell Differentiation
hsa-mir-9-2	Embryonic Stem Cell Differentiation
hsa-mir-130b	Embryonic Stem Cell Differentiation
hsa-mir-367	Embryonic Stem Cell Differentiation
hsa-mir-24-1	Embryonic Stem Cell Differentiation
hsa-mir-24-2	Embryonic Stem Cell Differentiation
hsa-mir-92a-1	Embryonic Stem Cell Differentiation
hsa-mir-92a-2	Embryonic Stem Cell Differentiation
hsa-mir-103a-2	Endocytosis
hsa-mir-103a-1	Endocytosis
hsa-mir-103b-1	Endocytosis
hsa-mir-103b-2	Endocytosis
hsa-mir-199b	Endocytosis
hsa-mir-199a-1	Endocytosis
hsa-mir-199a-2	Endocytosis
hsa-mir-107	Endocytosis
hsa-mir-223	Endothelial Cell Apoptosis
hsa-mir-19a	Endothelial Cell Apoptosis
hsa-mir-125a	Endothelial Cell Proliferation
hsa-mir-23b	Endothelial Cell Proliferation
hsa-mir-152	Endothelial Cell Proliferation
hsa-mir-449a	Endothelial Cell Proliferation
hsa-mir-223	Endothelial Cell Proliferation
hsa-mir-433	Endothelial Cell Proliferation
hsa-mir-944	Epidermal Cell Differentiation
hsa-mir-203a	Epidermal Cell Differentiation
hsa-mir-15a	Epithelial-to-Mesenchymal Transition
hsa-mir-590	Epithelial-to-Mesenchymal Transition
hsa-mir-103a-2	Epithelial-to-Mesenchymal Transition
hsa-mir-21	Epithelial-to-Mesenchymal Transition
hsa-mir-103a-1	Epithelial-to-Mesenchymal Transition
hsa-mir-451b	Epithelial-to-Mesenchymal Transition
hsa-mir-675	Epithelial-to-Mesenchymal Transition
hsa-mir-200b	Epithelial-to-Mesenchymal Transition
hsa-mir-3175	Epithelial-to-Mesenchymal Transition
hsa-mir-194-1	Epithelial-to-Mesenchymal Transition
hsa-mir-194-2	Epithelial-to-Mesenchymal Transition
hsa-mir-103b-2	Epithelial-to-Mesenchymal Transition
hsa-mir-30b	Epithelial-to-Mesenchymal Transition
hsa-mir-144	Epithelial-to-Mesenchymal Transition
hsa-mir-145	Epithelial-to-Mesenchymal Transition
hsa-mir-205	Epithelial-to-Mesenchymal Transition
hsa-mir-1972-1	Epithelial-to-Mesenchymal Transition
hsa-mir-1972-2	Epithelial-to-Mesenchymal Transition
hsa-mir-141	Epithelial-to-Mesenchymal Transition
hsa-mir-370	Epithelial-to-Mesenchymal Transition
hsa-mir-100	Epithelial-to-Mesenchymal Transition
hsa-let-7a-1	Epithelial-to-Mesenchymal Transition
hsa-mir-124-1	Epithelial-to-Mesenchymal Transition
hsa-mir-107	Epithelial-to-Mesenchymal Transition
hsa-mir-124-3	Epithelial-to-Mesenchymal Transition
hsa-mir-124-2	Epithelial-to-Mesenchymal Transition
hsa-let-7b	Epithelial-to-Mesenchymal Transition
hsa-mir-200c	Epithelial-to-Mesenchymal Transition
hsa-mir-200a	Epithelial-to-Mesenchymal Transition
hsa-let-7d	Epithelial-to-Mesenchymal Transition
hsa-let-7e	Epithelial-to-Mesenchymal Transition
hsa-mir-29a	Epithelial-to-Mesenchymal Transition
hsa-mir-223	Epithelial-to-Mesenchymal Transition
hsa-mir-369	Epithelial-to-Mesenchymal Transition
hsa-mir-1973	Epithelial-to-Mesenchymal Transition
hsa-mir-375	Epithelial-to-Mesenchymal Transition
hsa-mir-129-1	Epithelial-to-Mesenchymal Transition
hsa-mir-221	Epithelial-to-Mesenchymal Transition
hsa-mir-184	Epithelial-to-Mesenchymal Transition
hsa-mir-30a	Epithelial-to-Mesenchymal Transition
hsa-mir-31	Epithelial-to-Mesenchymal Transition
hsa-mir-663b	Epithelial-to-Mesenchymal Transition
hsa-mir-30d	Epithelial-to-Mesenchymal Transition
hsa-mir-30e	Epithelial-to-Mesenchymal Transition
hsa-mir-486-2	Epithelial-to-Mesenchymal Transition
hsa-mir-34a	Epithelial-to-Mesenchymal Transition
hsa-mir-450a-1	Epithelial-to-Mesenchymal Transition
hsa-mir-129-2	Epithelial-to-Mesenchymal Transition
hsa-mir-451a	Epithelial-to-Mesenchymal Transition
hsa-let-7c	Epithelial-to-Mesenchymal Transition
hsa-mir-30c-2	Epithelial-to-Mesenchymal Transition
hsa-mir-103b-1	Epithelial-to-Mesenchymal Transition
hsa-mir-665	Epithelial-to-Mesenchymal Transition
hsa-mir-30c-1	Epithelial-to-Mesenchymal Transition
hsa-mir-661	Epithelial-to-Mesenchymal Transition
hsa-mir-934	Epithelial-to-Mesenchymal Transition
hsa-mir-429	Epithelial-to-Mesenchymal Transition
hsa-mir-382	Epithelial-to-Mesenchymal Transition
hsa-mir-450a-2	Epithelial-to-Mesenchymal Transition
hsa-mir-155	Epithelial-to-Mesenchymal Transition
hsa-mir-23b	Epithelial-to-Mesenchymal Transition
hsa-mir-210	Epithelial-to-Mesenchymal Transition
hsa-mir-211	Epithelial-to-Mesenchymal Transition
hsa-mir-29b-1	Epithelial-to-Mesenchymal Transition
hsa-mir-424	Epithelial-to-Mesenchymal Transition
hsa-mir-486-1	Epithelial-to-Mesenchymal Transition
hsa-mir-542	Epithelial-to-Mesenchymal Transition
hsa-mir-18a	Epithelial-to-Mesenchymal Transition
hsa-mir-137	Epithelial-to-Mesenchymal Transition
hsa-mir-203b	Epithelial-to-Mesenchymal Transition
hsa-mir-203a	Epithelial-to-Mesenchymal Transition
hsa-mir-125a	Epithelial-to-Mesenchymal Transition
hsa-let-7a-2	Epithelial-to-Mesenchymal Transition
hsa-mir-29b-2	Epithelial-to-Mesenchymal Transition
hsa-mir-29c	Epithelial-to-Mesenchymal Transition
hsa-mir-26b	Epithelial-to-Mesenchymal Transition
hsa-mir-215	Epithelial-to-Mesenchymal Transition
hsa-mir-1246	Epithelial-to-Mesenchymal Transition
hsa-mir-448	Epithelial-to-Mesenchymal Transition
hsa-mir-192	Epithelial-to-Mesenchymal Transition
hsa-mir-191	Epithelial-to-Mesenchymal Transition
hsa-let-7a-3	Epithelial-to-Mesenchymal Transition
hsa-mir-143	Epithelial-to-Mesenchymal Transition
hsa-mir-200a	Erythrocyte Differentiation
hsa-mir-210	Erythrocyte Differentiation
hsa-mir-451b	Erythrocyte Differentiation
hsa-mir-218-2	Erythrocyte Differentiation
hsa-mir-218-1	Erythrocyte Differentiation
hsa-mir-451a	Erythrocyte Differentiation
hsa-mir-199b	Erythrocyte Differentiation
hsa-mir-142	Erythrocyte Differentiation
hsa-mir-320a	Erythrocyte Differentiation
hsa-mir-23a	Erythropoiesis
hsa-mir-132	Estradiol Synthesis
hsa-mir-133b	Estradiol Synthesis
hsa-mir-1-1	Extracellular Matrix Remodeling
hsa-mir-1-2	Extracellular Matrix Remodeling
hsa-mir-29b-1	Extracellular Matrix Remodeling
hsa-mir-34a	Extracellular Matrix Remodeling
hsa-mir-29b-2	Extracellular Matrix Remodeling
hsa-let-7b	Folliculogenesis
hsa-mir-125b-1	Folliculogenesis
hsa-mir-15b	Folliculogenesis
hsa-mir-21	Folliculogenesis
hsa-mir-22	Folliculogenesis
hsa-let-7c	Folliculogenesis
hsa-mir-125b-2	Folliculogenesis
hsa-mir-143	Folliculogenesis
hsa-let-7a-2	Folliculogenesis
hsa-let-7a-3	Folliculogenesis
hsa-let-7a-1	Folliculogenesis
hsa-mir-128-1	Genomic Instability
hsa-mir-128-2	Genomic Instability
hsa-mir-22	Genomic Instability
hsa-mir-125b-1	Glucose Metabolism
hsa-mir-124-3	Glucose Metabolism
hsa-mir-23a	Glucose Metabolism
hsa-mir-23b	Glucose Metabolism
hsa-mir-144	Glucose Metabolism
hsa-mir-1237	Glucose Metabolism
hsa-mir-223	Glucose Metabolism
hsa-mir-1288	Glucose Metabolism
hsa-mir-129-2	Glucose Metabolism
hsa-mir-124-2	Glucose Metabolism
hsa-let-7b	Glucose Metabolism
hsa-let-7c	Glucose Metabolism
hsa-let-7g	Glucose Metabolism
hsa-let-7d	Glucose Metabolism
hsa-let-7e	Glucose Metabolism
hsa-mir-375	Glucose Metabolism
hsa-mir-331	Glucose Metabolism
hsa-mir-129-1	Glucose Metabolism
hsa-mir-34a	Glucose Metabolism
hsa-mir-20a	Glucose Metabolism
hsa-mir-125b-2	Glucose Metabolism
hsa-mir-124-1	Glucose Metabolism
hsa-mir-484	Glucose Metabolism
hsa-mir-625	Glucose Metabolism
hsa-mir-195	Glucose Metabolism
hsa-mir-1207	Glucose Metabolism
hsa-let-7a-2	Glucose Metabolism
hsa-let-7a-1	Glucose Metabolism
hsa-mir-15a	Granulopoiesis
hsa-mir-15b	Granulopoiesis
hsa-let-7d	Granulopoiesis
hsa-mir-17	Granulopoiesis
hsa-mir-155	Granulopoiesis
hsa-mir-130a	Granulopoiesis
hsa-mir-223	Granulopoiesis
hsa-let-7a-3	Granulopoiesis
hsa-mir-196b	Granulopoiesis
hsa-mir-21	Granulopoiesis
hsa-mir-208a	Heart Development
hsa-mir-499b	Heart Development
hsa-mir-21	Heart Development
hsa-mir-133a-2	Heart Development
hsa-mir-499a	Heart Development
hsa-mir-133b	Heart Development
hsa-mir-208b	Heart Development
hsa-mir-27b	Heart Development
hsa-mir-133a-1	Heart Development
hsa-mir-1-2	Heart Development
hsa-mir-1-1	Heart Development
hsa-mir-15a	Hematopoiesis
hsa-mir-125b-1	Hematopoiesis
hsa-mir-22	Hematopoiesis
hsa-mir-218-2	Hematopoiesis
hsa-mir-218-1	Hematopoiesis
hsa-mir-144	Hematopoiesis
hsa-mir-145	Hematopoiesis
hsa-mir-142	Hematopoiesis
hsa-mir-143	Hematopoiesis
hsa-mir-196a-2	Hematopoiesis
hsa-mir-100	Hematopoiesis
hsa-mir-223	Hematopoiesis
hsa-mir-222	Hematopoiesis
hsa-mir-221	Hematopoiesis
hsa-let-7b	Hematopoiesis
hsa-let-7c	Hematopoiesis
hsa-mir-378a	Hematopoiesis
hsa-mir-378f	Hematopoiesis
hsa-mir-378g	Hematopoiesis
hsa-mir-126	Hematopoiesis
hsa-let-7e	Hematopoiesis
hsa-mir-19a	Hematopoiesis
hsa-mir-181a-1	Hematopoiesis
hsa-mir-34a	Hematopoiesis
hsa-mir-1-2	Hematopoiesis
hsa-mir-486-1	Hematopoiesis
hsa-mir-486-2	Hematopoiesis
hsa-mir-29a	Hematopoiesis
hsa-mir-20a	Hematopoiesis
hsa-mir-378b	Hematopoiesis
hsa-mir-181a-2	Hematopoiesis
hsa-mir-20b	Hematopoiesis
hsa-mir-196a-1	Hematopoiesis
hsa-mir-17	Hematopoiesis
hsa-mir-378c	Hematopoiesis
hsa-mir-30c-2	Hematopoiesis
hsa-mir-30c-1	Hematopoiesis
hsa-mir-150	Hematopoiesis
hsa-mir-155	Hematopoiesis
hsa-mir-133a-1	Hematopoiesis
hsa-mir-133a-2	Hematopoiesis
hsa-mir-363	Hematopoiesis
hsa-let-7g	Hematopoiesis
hsa-mir-125b-2	Hematopoiesis
hsa-mir-18a	Hematopoiesis
hsa-mir-99a	Hematopoiesis
hsa-let-7d	Hematopoiesis
hsa-mir-125a	Hematopoiesis
hsa-let-7a-2	Hematopoiesis
hsa-mir-378e	Hematopoiesis
hsa-mir-92a-1	Hematopoiesis
hsa-mir-92a-2	Hematopoiesis
hsa-mir-29c	Hematopoiesis
hsa-mir-196b	Hematopoiesis
hsa-mir-146a	Hematopoiesis
hsa-let-7a-3	Hematopoiesis
hsa-let-7a-1	Hematopoiesis
hsa-mir-214	Hepatic Stellate Cell Activation
hsa-mir-200a	Hepatic Stellate Cell Activation
hsa-mir-34a	Hepatic Stellate Cell Activation
hsa-mir-34c	Hepatic Stellate Cell Activation
hsa-let-7f-1	Hepatic Stellate Cell Differentiation
hsa-let-7b	Hepatic Stellate Cell Differentiation
hsa-mir-92b	Hepatic Stellate Cell Differentiation
hsa-let-7f-2	Hepatic Stellate Cell Differentiation
hsa-mir-122	Hepatic Stellate Cell Differentiation
hsa-mir-122	Hepatotoxicity
hsa-mir-21	Hepatotoxicity
hsa-mir-214	Hepatotoxicity
hsa-mir-34a	Hepatotoxicity
hsa-mir-942	Hepatotoxicity
hsa-mir-192	Hepatotoxicity
hsa-mir-200c	Histone Modifications(26662984)
hsa-mir-200b	Histone Modifications(26662985)
hsa-mir-200a	Histone Modifications(26662986)
hsa-mir-148a	Histone Modifications(26662987)
hsa-mir-15a	Hormone-mediated Signaling Pathway 
hsa-mir-21	Hormone-mediated Signaling Pathway 
hsa-mir-22	Hormone-mediated Signaling Pathway 
hsa-mir-23a	Hormone-mediated Signaling Pathway 
hsa-mir-23b	Hormone-mediated Signaling Pathway 
hsa-mir-379	Hormone-mediated Signaling Pathway 
hsa-mir-208b	Hormone-mediated Signaling Pathway 
hsa-mir-206	Hormone-mediated Signaling Pathway 
hsa-mir-7-3	Hormone-mediated Signaling Pathway 
hsa-mir-124-1	Hormone-mediated Signaling Pathway 
hsa-mir-221	Hormone-mediated Signaling Pathway 
hsa-mir-124-2	Hormone-mediated Signaling Pathway 
hsa-mir-16-2	Hormone-mediated Signaling Pathway 
hsa-mir-16-1	Hormone-mediated Signaling Pathway 
hsa-mir-126	Hormone-mediated Signaling Pathway 
hsa-mir-101-2	Hormone-mediated Signaling Pathway 
hsa-mir-375	Hormone-mediated Signaling Pathway 
hsa-mir-101-1	Hormone-mediated Signaling Pathway 
hsa-mir-19a	Hormone-mediated Signaling Pathway 
hsa-mir-128-1	Hormone-mediated Signaling Pathway 
hsa-mir-27a	Hormone-mediated Signaling Pathway 
hsa-mir-128-2	Hormone-mediated Signaling Pathway 
hsa-mir-124-3	Hormone-mediated Signaling Pathway 
hsa-mir-1-1	Hormone-mediated Signaling Pathway 
hsa-mir-1-2	Hormone-mediated Signaling Pathway 
hsa-mir-30d	Hormone-mediated Signaling Pathway 
hsa-mir-34a	Hormone-mediated Signaling Pathway 
hsa-mir-20a	Hormone-mediated Signaling Pathway 
hsa-let-7a-2	Hormone-mediated Signaling Pathway 
hsa-mir-499b	Hormone-mediated Signaling Pathway 
hsa-mir-17	Hormone-mediated Signaling Pathway 
hsa-mir-499a	Hormone-mediated Signaling Pathway 
hsa-mir-9-1	Hormone-mediated Signaling Pathway 
hsa-mir-98	Hormone-mediated Signaling Pathway 
hsa-mir-9-3	Hormone-mediated Signaling Pathway 
hsa-mir-9-2	Hormone-mediated Signaling Pathway 
hsa-mir-212	Hormone-mediated Signaling Pathway 
hsa-mir-199a-2	Hormone-mediated Signaling Pathway 
hsa-mir-133a-1	Hormone-mediated Signaling Pathway 
hsa-mir-7-2	Hormone-mediated Signaling Pathway 
hsa-mir-7-1	Hormone-mediated Signaling Pathway 
hsa-mir-133a-2	Hormone-mediated Signaling Pathway 
hsa-mir-363	Hormone-mediated Signaling Pathway 
hsa-mir-132	Hormone-mediated Signaling Pathway 
hsa-mir-18a	Hormone-mediated Signaling Pathway 
hsa-mir-24-1	Hormone-mediated Signaling Pathway 
hsa-mir-208a	Hormone-mediated Signaling Pathway 
hsa-mir-24-2	Hormone-mediated Signaling Pathway 
hsa-mir-135b	Hormone-mediated Signaling Pathway 
hsa-mir-92a-1	Hormone-mediated Signaling Pathway 
hsa-mir-92a-2	Hormone-mediated Signaling Pathway 
hsa-mir-133b	Hormone-mediated Signaling Pathway 
hsa-mir-199a-1	Hormone-mediated Signaling Pathway 
hsa-mir-223	Hormone-mediated Signaling Pathway 
hsa-mir-29a	Hormone-mediated Signaling Pathway 
hsa-mir-146a	Hormone-mediated Signaling Pathway 
hsa-let-7a-3	Hormone-mediated Signaling Pathway 
hsa-let-7a-1	Hormone-mediated Signaling Pathway 
hsa-mir-320a	Immune Response
hsa-mir-370	Immune Response
